LSOA,population_per_hectare
E01021423,64.2
E01021425,52.9
E01021427,4.6
E01021429,20.8
E01021415,13.2
E01021416,14.0
E01021420,48.8
E01021422,45.0
E01033460,14.0
E01033461,66.4
E01033462,40.2
E01021348,0.5
E01021394,12.4
E01021395,21.4
E01021396,0.8
E01021424,10.8
E01021441,17.6
E01021442,20.6
E01021443,0.6
E01021444,2.4
E01021469,1.5
E01021470,2.1
E01021471,6.8
E01021457,1.1
E01021458,7.3
E01021459,14.6
E01021460,1.3
E01021448,57.0
E01021449,4.1
E01021450,21.1
E01021451,47.0
E01021452,19.1
E01021431,24.6
E01021432,47.1
E01021434,53.5
E01021461,71.9
E01021464,43.2
E01021447,12.7
E01021453,27.0
E01021455,18.9
E01021465,10.5
E01021466,19.5
E01021467,4.2
E01021438,24.1
E01021462,7.6
E01021463,6.7
E01021468,1.6
E01021433,35.9
E01021436,31.4
E01021439,49.3
E01021475,74.1
E01033063,35.5
E01033064,74.7
E01021435,23.2
E01021437,65.7
E01021472,30.5
E01021473,0.8
E01021474,17.5
E01021445,1.8
E01021446,2.0
E01021454,36.5
E01021456,18.0
E01021513,61.9
E01021514,83.7
E01021515,53.6
E01021525,56.3
E01021527,51.0
E01021509,33.3
E01021510,47.6
E01021511,20.6
E01021528,5.6
E01021531,8.9
E01021476,37.3
E01021477,34.7
E01021478,42.5
E01021516,32.1
E01021479,55.6
E01021481,17.5
E01021483,6.6
E01021512,40.9
E01021526,24.3
E01021517,24.0
E01021519,34.8
E01021530,18.4
E01021532,6.7
E01021482,41.0
E01021518,5.4
E01021520,10.1
E01021529,60.3
E01021480,20.0
E01021521,21.4
E01021522,24.0
E01021523,21.5
E01021524,51.7
E01021487,57.2
E01021494,66.5
E01021504,10.2
E01021505,65.6
E01021506,59.6
E01021492,52.4
E01021493,55.1
E01021495,16.1
E01021496,63.4
E01021485,47.0
E01021486,66.6
E01021488,56.7
E01021503,2.0
E01021507,79.0
E01021508,92.6
E01021484,54.6
E01021498,30.4
E01021499,50.2
E01021501,7.1
E01021502,31.2
E01021489,56.9
E01021490,49.2
E01021491,24.8
E01021497,63.6
E01021500,28.1
E01021538,1.6
E01021539,0.7
E01021540,0.9
E01021541,4.9
E01021542,4.1
E01021543,18.0
E01021587,44.6
E01021590,44.5
E01021591,53.0
E01021550,0.4
E01021597,48.6
E01021598,42.2
E01021600,50.8
E01021601,35.1
E01021616,9.2
E01021617,43.3
E01021619,65.1
E01021620,52.3
E01021623,33.9
E01021624,35.5
E01021536,5.2
E01021537,1.6
E01021568,1.4
E01033142,20.7
E01033144,16.5
E01021576,79.0
E01021588,62.8
E01021589,37.2
E01021592,37.9
E01021596,64.6
E01021618,66.8
E01021621,88.1
E01021622,19.1
E01021625,53.7
E01021626,27.1
E01021544,15.8
E01021545,17.5
E01021546,74.1
E01021547,26.7
E01021628,41.6
E01021629,59.1
E01021573,47.0
E01021575,57.4
E01021599,32.8
E01021631,71.7
E01033138,11.9
E01033139,50.4
E01021574,42.4
E01021578,58.5
E01021582,60.4
E01021627,61.1
E01033140,14.3
E01033141,15.0
E01021551,0.6
E01021632,41.9
E01021633,13.5
E01021634,1.0
E01021635,12.1
E01021636,17.3
E01021556,22.4
E01021577,54.4
E01021579,83.9
E01021580,51.2
E01021584,31.2
E01021548,19.4
E01021560,9.6
E01021561,12.3
E01021564,42.5
E01021571,1.5
E01021562,23.4
E01021563,56.0
E01021565,49.8
E01021566,34.3
E01033137,59.1
E01033145,16.9
E01021557,86.1
E01021558,63.7
E01021583,52.7
E01021585,79.1
E01021586,63.5
E01021533,8.4
E01021535,0.9
E01021569,2.5
E01021570,3.9
E01021572,41.6
E01021552,18.3
E01021553,58.1
E01021554,13.1
E01021555,2.0
E01021559,5.2
E01021602,0.7
E01021604,2.7
E01033143,1.1
E01021611,8.7
E01021612,58.6
E01021613,29.8
E01021614,7.7
E01021615,46.5
E01021605,10.4
E01021606,20.4
E01021607,60.7
E01021608,86.4
E01021609,28.3
E01021610,34.0
E01021593,38.6
E01021594,0.9
E01021595,3.2
E01021655,0.9
E01021656,2.2
E01021659,0.9
E01021661,7.4
E01021668,45.0
E01021669,72.0
E01021670,50.0
E01021671,17.5
E01033720,13.8
E01033721,83.6
E01021660,0.7
E01021728,2.3
E01021729,5.4
E01021730,2.7
E01021679,19.6
E01021680,16.3
E01021681,11.7
E01021682,11.1
E01021646,36.6
E01021647,20.6
E01021648,40.1
E01021649,37.2
E01021650,19.6
E01021696,57.1
E01021697,61.0
E01021698,76.0
E01021699,46.4
E01021700,73.6
E01033719,50.4
E01033722,55.8
E01021673,19.5
E01021674,43.9
E01021675,24.0
E01021676,4.9
E01021654,1.7
E01021662,0.8
E01021663,0.6
E01021677,4.8
E01021678,3.8
E01021683,66.3
E01021684,65.0
E01021685,35.8
E01021686,61.9
E01021687,96.7
E01021688,76.8
E01021718,14.9
E01021719,32.9
E01021720,44.9
E01021721,3.9
E01021722,7.9
E01021651,22.5
E01021652,35.4
E01021653,51.8
E01021717,20.1
E01021689,37.4
E01021690,27.5
E01021691,40.1
E01021692,45.7
E01021693,40.9
E01021711,43.0
E01021713,32.2
E01021714,9.0
E01021715,17.4
E01033723,22.4
E01021657,28.7
E01021658,2.2
E01021664,29.2
E01021665,35.8
E01021666,45.9
E01021667,5.0
E01021736,8.7
E01021737,12.2
E01021738,27.8
E01021739,14.2
E01021740,33.1
E01021637,27.2
E01021638,19.0
E01021639,6.7
E01021640,63.0
E01021641,46.3
E01021642,47.2
E01021643,1.0
E01021644,0.5
E01021645,9.2
E01021694,0.4
E01021695,1.6
E01021723,10.2
E01021724,25.5
E01021725,2.9
E01021726,20.5
E01021727,17.9
E01021731,25.0
E01021732,39.8
E01021733,1.9
E01021734,14.4
E01021735,21.1
E01021702,51.2
E01021703,52.7
E01021704,52.7
E01021705,27.6
E01021706,36.6
E01021707,44.7
E01021708,11.4
E01021709,36.6
E01021710,23.5
E01021768,0.8
E01021795,3.8
E01021797,3.5
E01021798,16.5
E01021799,8.6
E01021741,0.7
E01021792,3.0
E01021793,4.7
E01021794,4.3
E01021801,3.1
E01021769,0.5
E01021796,0.5
E01021800,0.5
E01021753,3.7
E01021754,10.3
E01021755,11.3
E01021802,7.9
E01021760,10.5
E01021761,3.3
E01021762,40.1
E01021763,25.0
E01021756,7.0
E01021757,23.4
E01021758,23.5
E01021759,12.5
E01021811,22.4
E01021813,49.4
E01021814,19.4
E01021815,62.0
E01021816,51.3
E01021807,59.3
E01021808,60.9
E01021809,39.7
E01021810,15.0
E01021817,20.0
E01021806,1.0
E01021812,1.0
E01021818,8.7
E01021770,1.9
E01021803,7.8
E01021804,2.3
E01021805,41.8
E01021774,34.8
E01021775,10.5
E01021776,22.7
E01021777,50.5
E01021778,63.1
E01021779,55.6
E01021786,50.9
E01021787,4.7
E01021788,7.3
E01021789,22.9
E01021790,41.4
E01021791,43.7
E01021771,30.6
E01021772,53.2
E01021773,57.7
E01021783,51.2
E01021784,34.2
E01021780,11.8
E01021781,13.9
E01021782,45.5
E01021785,34.6
E01021742,33.7
E01021743,36.1
E01021744,48.8
E01021745,28.6
E01021746,23.0
E01021747,23.7
E01021748,27.9
E01021749,5.8
E01021750,1.5
E01021751,16.3
E01021752,16.4
E01021764,96.6
E01021765,27.3
E01021766,29.7
E01021767,40.6
E01021854,12.4
E01021855,38.7
E01021856,46.7
E01021857,6.2
E01021844,48.5
E01021845,19.3
E01021846,20.3
E01021847,58.7
E01021848,9.3
E01021849,41.5
E01021850,73.1
E01021851,66.1
E01021852,41.0
E01021853,10.6
E01021839,15.7
E01021840,4.9
E01021841,16.0
E01021842,48.2
E01021843,43.8
E01021824,58.9
E01021825,77.3
E01021826,37.3
E01021827,41.3
E01021828,81.5
E01021819,60.8
E01021820,45.1
E01021822,60.3
E01021823,55.9
E01021870,22.9
E01021831,48.5
E01021868,29.0
E01021869,61.0
E01021871,47.9
E01021872,41.5
E01021821,34.7
E01021834,34.4
E01021835,32.2
E01021836,61.7
E01021837,29.6
E01021829,47.0
E01021830,39.6
E01021832,29.8
E01021833,31.7
E01021865,47.0
E01021838,52.6
E01021858,60.2
E01021859,43.0
E01021860,55.0
E01021861,33.2
E01021862,74.5
E01021863,61.4
E01021864,48.5
E01021866,51.7
E01021867,10.0
E01021908,1.6
E01021909,0.9
E01021910,1.0
E01021911,0.8
E01021882,0.7
E01021883,7.8
E01021912,2.0
E01021913,0.5
E01021884,28.6
E01021885,3.1
E01021886,15.6
E01021887,21.7
E01021888,29.5
E01021889,6.4
E01021890,20.3
E01021891,27.5
E01021892,3.5
E01021893,11.2
E01021894,67.4
E01021895,75.0
E01021896,5.7
E01021897,51.0
E01021898,48.8
E01021901,1.0
E01021904,5.6
E01021905,9.1
E01021906,0.7
E01021907,0.4
E01021873,13.0
E01021874,0.9
E01021875,0.6
E01021899,5.3
E01021900,2.5
E01021902,1.0
E01021903,0.7
E01021878,40.0
E01021879,13.1
E01021880,39.7
E01021881,12.6
E01033057,1.2
E01021942,3.7
E01021943,39.6
E01021944,5.8
E01021945,45.9
E01021914,2.2
E01021927,59.7
E01021928,21.4
E01021929,32.2
E01021931,15.6
E01021933,9.8
E01021934,8.7
E01021935,21.4
E01021936,39.1
E01021937,53.1
E01021938,47.8
E01021939,48.5
E01021940,16.9
E01021941,4.6
E01021915,0.3
E01021916,3.1
E01021953,15.2
E01021955,48.7
E01021918,19.5
E01021919,50.2
E01021925,51.5
E01021960,11.4
E01021961,25.9
E01021920,1.8
E01021926,42.4
E01021957,53.0
E01021958,40.9
E01021959,50.1
E01021930,60.7
E01021932,56.7
E01021952,15.7
E01021954,2.0
E01021956,9.7
E01021950,58.2
E01021951,62.4
E01021962,41.3
E01021963,8.0
E01021964,30.8
E01021966,45.9
E01021946,17.1
E01021947,38.6
E01021948,69.1
E01021949,56.8
E01021965,18.6
E01021917,0.9
E01021921,0.4
E01021922,23.1
E01021923,15.3
E01021924,4.7
E01021997,53.7
E01021998,27.7
E01021999,46.8
E01022001,28.6
E01022000,42.0
E01022006,37.0
E01022007,28.6
E01033051,9.5
E01021978,0.9
E01022013,2.5
E01022014,3.5
E01022015,13.5
E01022019,0.5
E01022020,22.6
E01022021,14.1
E01021991,0.8
E01021992,2.4
E01022002,29.1
E01022004,15.0
E01022005,19.6
E01022028,1.0
E01021971,0.9
E01021972,0.8
E01022051,0.6
E01022052,13.1
E01021985,31.1
E01021986,16.3
E01022054,3.5
E01022055,19.5
E01022056,33.8
E01021973,2.4
E01021974,0.4
E01022016,7.0
E01022017,1.8
E01022018,2.1
E01021987,17.7
E01021994,24.3
E01021995,39.7
E01021996,25.1
E01022009,3.8
E01022010,21.7
E01022011,1.7
E01022012,14.3
E01021967,3.0
E01021983,2.3
E01021993,1.7
E01022053,1.4
E01021984,5.7
E01022039,9.6
E01022040,37.3
E01022041,27.6
E01021979,12.9
E01021980,18.8
E01021981,5.7
E01021982,36.8
E01022046,3.7
E01022008,14.1
E01022033,33.4
E01022034,33.9
E01022035,33.9
E01021975,8.4
E01021976,35.1
E01021977,6.6
E01022022,37.1
E01022044,42.9
E01022042,45.7
E01022043,53.4
E01022048,38.1
E01022049,28.4
E01022050,17.1
E01022023,59.4
E01022024,70.0
E01022030,44.5
E01022031,28.9
E01022032,18.5
E01021970,70.9
E01022025,53.3
E01022026,73.7
E01022027,57.2
E01021968,66.8
E01021969,64.4
E01022036,10.0
E01022037,41.6
E01022038,41.9
E01021988,11.2
E01021989,10.9
E01021990,39.5
E01022045,1.3
E01022047,0.7
E01022057,0.5
E01022075,5.3
E01022077,1.1
E01022094,1.0
E01022074,6.6
E01022076,41.5
E01022078,21.4
E01022079,26.6
E01022080,63.3
E01022081,29.3
E01022082,6.9
E01022061,0.8
E01022071,0.5
E01022072,0.8
E01022073,4.5
E01022098,0.4
E01022092,0.5
E01022093,4.8
E01022097,0.4
E01022099,0.7
E01022062,0.9
E01022063,21.3
E01022083,1.5
E01022084,3.2
E01022085,50.4
E01022087,4.3
E01022089,0.6
E01022086,1.7
E01022090,1.2
E01022091,2.1
E01022095,0.5
E01022067,37.0
E01022068,1.5
E01033054,56.2
E01033055,6.0
E01033056,1.6
E01022058,0.6
E01022064,0.8
E01022069,9.4
E01022088,0.6
E01033052,2.1
E01033053,31.7
E01022059,0.6
E01022060,1.3
E01022070,1.8
E01022096,0.6
E01023316,55.3
E01023317,51.9
E01023318,66.4
E01023319,22.0
E01023327,71.9
E01023328,46.0
E01023329,60.9
E01023330,11.6
E01023331,57.1
E01023320,32.7
E01023321,10.0
E01023322,4.0
E01023323,49.2
E01023289,7.2
E01023290,41.2
E01023291,32.2
E01023292,13.6
E01023340,45.7
E01023341,8.9
E01023342,37.1
E01023343,39.8
E01023344,37.1
E01023307,2.7
E01023308,69.2
E01023309,58.4
E01023310,13.4
E01023311,3.7
E01023312,19.7
E01023313,3.9
E01023315,29.3
E01023302,80.4
E01023303,68.6
E01023304,29.8
E01023305,32.2
E01023306,24.1
E01023314,24.6
E01023324,42.4
E01023325,76.1
E01023326,69.1
E01023297,62.3
E01023298,63.0
E01023299,25.9
E01023300,51.1
E01023301,72.5
E01023293,4.8
E01023294,33.8
E01023295,42.1
E01023296,41.0
E01023332,37.6
E01023333,75.8
E01023334,36.1
E01023335,23.4
E01023336,75.8
E01023337,47.2
E01023338,21.7
E01023339,31.3
E01023430,0.8
E01023431,0.4
E01023432,7.9
E01023433,42.0
E01023423,6.5
E01023424,0.8
E01023425,36.2
E01023426,33.8
E01023418,53.6
E01023419,11.2
E01023420,41.2
E01023352,1.6
E01023421,16.0
E01023422,1.1
E01023434,67.0
E01023435,56.9
E01023436,55.0
E01023437,89.2
E01023355,2.2
E01023356,1.0
E01023416,1.0
E01023417,19.7
E01023393,64.6
E01023394,47.6
E01023395,33.9
E01023396,29.9
E01023397,63.1
E01023401,70.6
E01023402,41.8
E01023403,43.1
E01023404,108.8
E01023405,48.7
E01023361,34.0
E01023362,4.7
E01023363,30.3
E01023364,30.1
E01023390,28.6
E01023391,31.2
E01023399,13.8
E01023392,17.8
E01023427,65.2
E01023428,12.2
E01023429,50.8
E01023369,51.9
E01023370,45.1
E01023371,26.1
E01023372,11.8
E01023345,8.4
E01023346,8.9
E01023347,47.4
E01023348,44.6
E01023365,38.5
E01023366,44.5
E01023367,2.7
E01023368,64.3
E01023349,58.4
E01023350,46.1
E01023351,39.5
E01023398,29.2
E01023400,51.0
E01023383,8.3
E01023384,38.1
E01023385,57.4
E01023409,26.5
E01023410,32.1
E01023411,51.0
E01023412,38.1
E01023413,62.4
E01023354,14.1
E01023379,56.2
E01023380,56.5
E01023381,35.8
E01023382,27.4
E01033022,78.6
E01033023,28.4
E01023386,81.0
E01023387,30.6
E01023388,57.1
E01023389,55.3
E01023357,61.5
E01023358,32.0
E01023359,62.2
E01023360,53.6
E01023414,50.0
E01023415,8.1
E01023373,26.9
E01023374,2.2
E01023375,3.8
E01023376,42.6
E01023377,0.9
E01023378,3.7
E01023406,6.1
E01023407,5.2
E01023408,8.2
E01023462,0.4
E01023464,4.3
E01023465,1.0
E01023466,34.4
E01023467,1.9
E01023494,0.4
E01023495,0.6
E01023508,0.5
E01023509,3.5
E01023452,39.5
E01023453,3.7
E01023454,20.3
E01023455,36.5
E01023463,0.7
E01023493,0.6
E01023449,37.4
E01023450,7.9
E01023451,32.2
E01023438,34.9
E01023439,58.4
E01023440,12.1
E01023441,48.0
E01023442,40.9
E01023498,7.6
E01023506,0.9
E01023507,0.8
E01023443,64.7
E01023444,47.6
E01023445,63.1
E01023446,58.0
E01023447,50.8
E01023448,36.6
E01023456,77.1
E01023457,60.8
E01023458,28.0
E01023459,37.3
E01023460,8.7
E01023461,33.7
E01023491,0.8
E01023492,0.8
E01023496,0.5
E01023497,1.3
E01023485,0.8
E01023486,0.8
E01033609,1.6
E01023499,4.5
E01023500,4.7
E01023501,13.8
E01023502,26.0
E01023503,27.6
E01023512,25.5
E01023513,29.3
E01023514,57.2
E01023518,57.0
E01023519,74.9
E01023520,48.4
E01023510,8.8
E01023511,24.8
E01023515,26.4
E01023516,39.1
E01023517,34.7
E01023470,34.9
E01023471,3.4
E01023472,48.4
E01023473,8.6
E01023474,34.3
E01023487,52.4
E01023488,11.3
E01023489,30.3
E01023490,20.2
E01023482,59.1
E01023483,17.8
E01023484,28.6
E01023475,21.0
E01023476,5.4
E01023477,42.1
E01023478,32.6
E01023479,7.1
E01023468,5.3
E01023469,8.4
E01023480,6.1
E01023481,1.0
E01023504,1.3
E01023505,28.7
E01023576,3.2
E01023577,32.7
E01023578,15.9
E01023579,35.5
E01023580,27.8
E01023567,6.8
E01023568,46.1
E01023569,28.3
E01023570,15.4
E01023571,37.6
E01023572,39.0
E01023573,61.6
E01023574,22.5
E01023575,11.2
E01023581,36.2
E01023582,5.6
E01023583,1.4
E01023584,0.5
E01023523,8.0
E01023524,3.6
E01023525,20.1
E01023526,20.3
E01023527,12.5
E01023534,52.9
E01023535,29.2
E01023536,42.6
E01023537,42.6
E01023538,38.8
E01023529,54.4
E01023530,54.9
E01023531,57.9
E01023532,47.8
E01023533,31.8
E01023552,21.0
E01023553,13.1
E01023554,25.6
E01023555,7.1
E01023544,14.8
E01023545,29.4
E01023546,33.8
E01023547,49.5
E01023528,1.3
E01023564,8.9
E01023565,8.2
E01023566,10.7
E01023539,66.9
E01023540,52.7
E01023541,34.4
E01023542,28.1
E01023543,41.4
E01023558,15.1
E01023559,24.7
E01023560,40.7
E01023561,39.9
E01023562,17.3
E01023563,18.7
E01023548,15.5
E01023549,52.1
E01023550,9.7
E01023551,6.5
E01023556,28.2
E01023557,51.6
E01023660,39.5
E01023661,41.6
E01023662,45.8
E01023654,11.9
E01023655,7.0
E01023656,29.3
E01023657,32.3
E01023658,8.4
E01023659,40.1
E01023635,7.2
E01023636,8.8
E01023637,55.0
E01023638,54.6
E01023587,59.2
E01023588,32.1
E01023589,48.9
E01023590,20.9
E01023591,43.8
E01023592,20.0
E01023593,42.7
E01023585,0.4
E01023586,1.7
E01023597,0.5
E01023598,0.3
E01023600,1.7
E01023663,0.3
E01033024,44.0
E01033025,62.6
E01033026,3.2
E01033027,74.9
E01023630,30.9
E01023631,42.1
E01023632,16.2
E01023633,14.1
E01023634,18.3
E01023649,41.7
E01023650,23.0
E01023651,20.4
E01023652,52.1
E01023644,27.0
E01023645,34.0
E01023646,38.3
E01023647,31.0
E01023648,4.6
E01023639,4.1
E01023640,44.9
E01023641,11.4
E01023642,35.3
E01023643,33.7
E01023601,70.6
E01023602,54.5
E01023603,33.4
E01023604,17.1
E01023605,7.5
E01023617,8.4
E01023618,35.2
E01023619,30.3
E01023620,36.3
E01023621,39.8
E01023611,48.0
E01023612,37.7
E01023613,30.6
E01023614,27.0
E01023615,4.3
E01023616,24.9
E01023606,45.1
E01023607,50.8
E01023608,41.5
E01023609,36.9
E01023610,35.5
E01023594,2.8
E01023622,1.2
E01023623,0.7
E01023624,0.6
E01023625,0.5
E01023653,0.8
E01023595,3.4
E01023596,12.2
E01023626,1.5
E01023627,1.2
E01023628,16.7
E01023629,4.7
E01023690,10.6
E01023691,27.9
E01023692,36.3
E01023693,32.7
E01023694,30.9
E01023685,29.4
E01023686,41.0
E01023687,17.3
E01023688,47.7
E01023689,28.2
E01023699,38.6
E01023700,15.7
E01023701,14.2
E01023702,61.0
E01023703,45.2
E01023746,10.3
E01023747,23.4
E01023748,0.8
E01023749,2.4
E01023695,34.8
E01023696,6.8
E01023697,45.8
E01023698,50.8
E01023722,0.4
E01023723,26.0
E01023724,31.7
E01023725,1.1
E01023713,15.5
E01023734,15.4
E01023735,30.0
E01023736,1.3
E01023709,55.4
E01023710,35.8
E01023711,40.2
E01023712,20.6
E01023669,20.0
E01023670,56.4
E01023671,44.5
E01023672,39.3
E01023673,44.5
E01023714,26.1
E01023715,37.2
E01023716,48.4
E01023666,77.9
E01023674,54.2
E01023675,34.5
E01023676,41.6
E01023726,90.6
E01023727,43.2
E01023728,63.8
E01023729,58.2
E01023664,60.0
E01023665,50.5
E01023667,76.3
E01023668,53.6
E01023742,36.9
E01023743,14.2
E01023744,11.0
E01023745,26.2
E01023677,27.2
E01023678,5.5
E01023679,5.0
E01023680,3.1
E01023681,59.0
E01023682,34.5
E01023683,37.3
E01023684,14.2
E01023737,35.6
E01023738,14.6
E01023739,34.8
E01023740,58.2
E01023741,17.1
E01023704,14.2
E01023705,31.7
E01023706,37.6
E01023708,15.7
E01033028,54.8
E01033029,8.9
E01023718,7.3
E01023719,30.3
E01023720,3.4
E01023721,13.1
E01023717,4.9
E01023730,31.7
E01023731,16.6
E01023732,2.3
E01023733,5.9
E01023787,63.5
E01023788,91.5
E01023789,34.3
E01023790,89.2
E01023776,39.8
E01023777,27.7
E01023778,55.2
E01023799,11.9
E01023800,11.7
E01023801,47.5
E01023771,57.0
E01023772,61.9
E01023773,64.7
E01023774,63.8
E01023767,35.6
E01023768,69.8
E01023769,56.6
E01023770,45.7
E01023795,27.7
E01023796,60.3
E01023797,42.3
E01023798,7.1
E01023775,41.1
E01023779,45.7
E01023780,53.9
E01023781,32.8
E01023782,66.4
E01023759,67.6
E01023760,60.2
E01023761,44.9
E01023762,35.8
E01023755,25.5
E01023756,24.3
E01023757,62.6
E01023758,19.0
E01023750,40.7
E01023751,65.0
E01023752,45.5
E01023753,41.6
E01023754,66.4
E01023791,18.9
E01023792,57.4
E01023793,64.0
E01023794,44.0
E01023783,58.8
E01023784,31.0
E01023785,54.3
E01023786,7.0
E01023763,10.3
E01023764,55.1
E01023765,50.7
E01023766,61.9
E01023802,56.7
E01023803,18.4
E01023804,12.1
E01023807,3.1
E01023808,9.4
E01023829,45.5
E01023830,27.2
E01023832,10.8
E01023833,17.3
E01023834,23.3
E01023823,25.9
E01023824,36.0
E01023831,4.9
E01023854,0.9
E01023812,13.5
E01023813,6.2
E01023814,12.0
E01023851,8.3
E01023815,16.1
E01023816,11.5
E01023817,7.9
E01023818,15.8
E01023819,52.1
E01023820,11.2
E01023821,56.2
E01023822,54.4
E01023825,19.3
E01023826,17.4
E01023847,58.6
E01023848,38.3
E01023850,28.4
E01023852,41.7
E01023853,26.6
E01023827,26.0
E01023828,42.0
E01023845,11.0
E01023846,27.7
E01023835,4.5
E01023836,68.6
E01023837,3.2
E01023838,4.4
E01023805,43.1
E01023809,29.7
E01023810,15.3
E01023811,22.4
E01023839,19.9
E01023840,16.0
E01023841,4.6
E01023849,2.2
E01023806,24.5
E01023842,51.9
E01023843,74.5
E01023844,28.7
E01023904,63.8
E01023905,28.7
E01023906,65.7
E01023907,35.9
E01023890,27.2
E01023891,71.5
E01023892,64.5
E01023893,53.5
E01023894,75.2
E01023873,59.9
E01023874,18.7
E01023875,48.3
E01023876,70.4
E01023877,37.0
E01023868,57.9
E01023869,68.0
E01023870,46.0
E01023871,40.4
E01023872,72.1
E01023895,26.1
E01023896,32.4
E01023897,30.8
E01023898,73.9
E01023855,70.5
E01023856,120.9
E01023857,83.6
E01023858,87.6
E01023878,30.6
E01023879,54.7
E01023880,69.8
E01023881,33.1
E01023886,31.9
E01023887,7.4
E01023888,24.4
E01023889,35.0
E01023859,78.3
E01023860,29.6
E01023861,50.8
E01023862,33.1
E01023899,101.2
E01023900,157.1
E01023901,96.6
E01023902,38.5
E01023903,162.6
E01023863,95.9
E01023864,41.1
E01023865,45.7
E01023866,21.8
E01023867,73.8
E01023882,45.9
E01023883,38.8
E01023884,51.5
E01023885,42.8
E01023965,7.7
E01023966,13.4
E01023967,5.6
E01023971,4.7
E01023968,3.7
E01023969,1.7
E01023970,14.3
E01033310,69.2
E01033313,1.2
E01023959,11.1
E01023960,30.7
E01023961,46.8
E01023962,15.2
E01023912,14.0
E01023913,19.8
E01023914,46.7
E01023915,24.8
E01023950,17.8
E01023951,36.9
E01023952,48.5
E01023953,41.5
E01023916,14.7
E01023917,31.5
E01023918,27.2
E01023919,13.2
E01023954,19.2
E01023955,62.0
E01023956,81.6
E01023957,65.0
E01023958,48.2
E01023943,49.8
E01023944,42.1
E01023945,17.4
E01023946,33.9
E01023939,34.2
E01023940,27.5
E01023941,44.4
E01023942,55.4
E01023929,49.5
E01023930,66.4
E01023938,22.8
E01033308,42.1
E01033311,11.9
E01033314,17.0
E01023924,38.0
E01023925,0.6
E01023926,9.9
E01023927,58.3
E01023920,60.9
E01023921,52.2
E01023922,66.8
E01023923,38.4
E01023932,52.4
E01023934,74.9
E01023935,40.6
E01023936,64.1
E01023937,25.0
E01023933,62.2
E01023963,14.2
E01023964,1.6
E01023908,8.3
E01023909,5.0
E01023910,1.0
E01023911,6.8
E01023947,1.3
E01023948,25.5
E01023949,7.9
E01026436,0.7
E01026461,0.9
E01026483,0.4
E01033042,0.9
E01026442,0.4
E01026443,0.4
E01026445,0.4
E01026462,0.8
E01026428,7.4
E01026429,49.2
E01026430,1.7
E01026431,12.9
E01026446,1.2
E01026452,1.4
E01026453,0.4
E01026454,33.6
E01026425,28.5
E01026426,22.0
E01026427,9.3
E01026432,30.6
E01026433,25.9
E01026434,21.7
E01026479,0.8
E01026480,6.1
E01026481,0.7
E01026484,0.5
E01026485,0.3
E01026455,0.8
E01026456,2.9
E01026457,15.1
E01026458,36.3
E01026459,13.0
E01026437,1.4
E01026438,0.4
E01026451,1.1
E01026495,1.0
E01026496,0.5
E01026486,7.9
E01026487,11.4
E01026488,29.8
E01026489,12.4
E01026490,6.6
E01026419,0.5
E01026420,1.0
E01026464,0.5
E01026491,0.3
E01033040,9.6
E01033041,2.4
E01026422,3.0
E01026423,4.2
E01026447,18.6
E01026449,2.1
E01026450,36.9
E01026424,0.2
E01026444,0.2
E01026492,2.4
E01026493,0.2
E01026421,0.8
E01026435,0.5
E01026448,2.4
E01026439,2.6
E01026440,0.2
E01026441,0.4
E01026494,0.6
E01026465,44.3
E01026466,13.3
E01026467,3.3
E01026468,27.0
E01026469,44.0
E01026470,40.2
E01026471,49.7
E01026472,39.1
E01026473,60.7
E01026474,2.2
E01026475,20.7
E01026476,66.0
E01026477,23.8
E01026478,1.9
E01026499,25.1
E01026500,23.5
E01026501,0.8
E01026502,0.5
E01026503,4.5
E01026522,0.4
E01026523,0.6
E01026524,0.5
E01026525,0.2
E01026547,0.8
E01026548,6.7
E01026514,1.4
E01026515,1.2
E01026516,1.9
E01026517,0.9
E01026533,1.7
E01026534,0.9
E01026535,1.7
E01026536,1.1
E01026537,38.7
E01026549,2.4
E01026550,1.8
E01026551,34.4
E01026552,16.3
E01026562,39.0
E01026563,21.6
E01026564,8.1
E01026565,74.3
E01026566,4.3
E01026567,20.1
E01026568,11.8
E01026518,17.0
E01026519,10.8
E01026520,6.9
E01026521,8.2
E01026545,2.9
E01026546,2.8
E01026578,2.6
E01026579,1.7
E01026580,1.7
E01026540,33.9
E01026541,24.8
E01026542,42.4
E01026543,16.8
E01026544,27.2
E01026526,45.9
E01026527,32.1
E01026528,23.5
E01026529,8.2
E01026530,29.1
E01026531,20.1
E01026532,30.4
E01026553,35.4
E01026554,5.9
E01026555,33.8
E01026556,40.7
E01026557,37.3
E01026558,6.9
E01026559,23.7
E01026560,25.0
E01026561,6.9
E01026504,0.4
E01026505,1.1
E01026506,3.9
E01026507,14.1
E01026512,1.6
E01026513,12.9
E01026569,14.2
E01026570,27.0
E01026571,33.8
E01026572,28.2
E01026573,41.4
E01026574,41.8
E01026575,13.8
E01026576,18.7
E01026577,12.0
E01026508,30.3
E01026509,1.7
E01026510,3.0
E01026511,0.5
E01026497,5.4
E01026498,2.0
E01026538,0.8
E01026539,0.5
E01026605,3.4
E01026606,1.1
E01026607,7.8
E01026627,6.4
E01026628,4.4
E01026629,2.4
E01026608,1.4
E01026609,0.3
E01026636,0.8
E01026637,2.5
E01026638,4.0
