CP,S Ref Latitude,S Ref Longitude,bicycle_aadf,motorbike_aadf,car_aadf,bus_aadf,light_goods_vehicle_aadf,heavy_goods_vehicle_aadf
943420,54.67990574,-1.220911832,19.8,0.0,343.2,0.0,50.8,1.4
943423,54.660980159999994,-1.242310448,42.6,23.4,3487.2,166.8,485.8,35.4
943426,54.67301026,-1.226130042,29.2,8.8,210.0,2.0,51.4,3.0
943427,54.68454746,-1.250123675,18.4,0.0,853.2,1.4,75.8,12.6
943428,54.68744807,-1.245432038,4.6,1.0,67.8,0.0,5.4,0.0
943430,54.54748849,-1.191713929,92.8,78.6,15032.2,205.4,1730.2,120.8
943434,54.57210839,-1.2380966420000001,175.8,32.2,7475.8,555.4,852.4,118.8
943438,54.52038030999999,-1.252762771,18.4,40.2,8375.4,43.6,962.2,81.4
943439,54.51640999999999,-1.261871963,96.8,1.8,949.0,1.0,153.6,9.6
943440,54.528488779999996,-1.232990715,6.4,0.2,214.2,0.8,25.4,1.2
943444,54.52853283,-1.218804925,3.0,0.6,333.0,0.0,33.8,0.4
943449,54.52780903,-1.22363969,12.4,4.2,1914.6,27.0,169.2,10.8
943450,54.55621874999999,-1.239444205,39.2,2.6,774.2,3.2,68.6,12.6
943451,54.525853389999995,-1.254207965,9.8,10.0,2795.4,67.4,304.6,23.2
943456,54.53345193,-1.241907303,40.6,1.4,141.6,0.0,16.6,0.8
943465,54.520744109999995,-1.189229447,23.8,5.6,2254.2,31.0,207.8,9.4
943466,54.55115189000001,-1.1871888640000001,32.6,3.4,1060.4,2.2,112.8,4.4
943469,54.56941535,-1.221627573,26.6,1.2,866.2,8.4,72.6,5.4
943471,54.56494077,-1.244478426,50.4,6.8,534.4,4.2,78.8,4.0
943475,54.53623872000001,-1.265347137,13.4,0.6,492.2,1.2,76.6,2.8
943476,54.55372946999999,-1.258291723,54.0,3.0,1183.6,4.8,82.2,6.0
943481,54.53599474,-1.254842246,26.2,16.8,3938.8,5.8,353.2,19.6
943482,54.971380980000006,-1.6304514310000002,78.2,46.0,3260.4,4.0,490.6,50.8
943486,54.97529178,-1.5970297430000002,133.8,16.8,2425.2,2.0,395.4,23.4
943487,54.97684365,-1.582875071,183.4,51.2,5117.6,949.2,854.4,62.6
943490,54.9892642,-1.717992364,35.0,34.2,6606.4,150.4,899.4,95.4
943491,54.98032009,-1.6124009990000001,373.2,72.2,7438.2,1566.8,721.8,119.8
943493,55.01317985000001,-1.723391642,17.2,2.0,413.2,0.6,57.8,4.6
943494,54.9676385,-1.6320321200000003,41.4,64.8,3603.8,207.0,514.0,44.0
943499,54.982939599999995,-1.7322841068000003,10.6,3.6,748.2,0.0,140.8,2.8
943500,55.01949932,-1.6476667590000003,113.6,50.4,16354.2,71.8,1716.0,187.6
943501,55.0013195,-1.7280066790000004,22.4,12.4,3359.4,158.2,398.0,25.0
943503,54.97454127000001,-1.62075214,180.8,47.2,7215.6,9.0,768.6,100.8
943504,54.97961121000001,-1.550019425,64.6,9.0,2806.8,60.8,352.2,28.4
943513,54.99008497,-1.5842069280000002,5.8,0.2,174.8,0.2,16.6,0.4
943515,54.97372112000001,-1.561208231,47.0,1.4,366.4,1.8,54.0,2.4
943516,55.00733021999999,-1.6060274079999999,39.6,1.4,340.0,0.0,50.4,3.0
943518,54.98901194,-1.593766775,6.4,0.0,219.2,0.0,22.2,1.2
943519,54.97759344,-1.584023454,31.8,5.6,2081.0,0.4,261.4,12.2
943520,54.99366079,-1.7075521009999999,7.8,3.6,427.8,1.0,42.2,0.6
943522,54.96362707,-1.6220731030000002,2.25,7.5,816.25,0.0,51.25,3.5
943530,54.99983323,-1.581057891,30.8,10.4,2984.6,48.8,278.0,15.8
943535,54.97376328,-1.685122631,13.6,0.2,212.8,0.2,39.6,1.0
943539,54.97835970999999,-1.6382305980000003,17.8,1.0,675.0,0.4,72.8,3.4
943541,55.00497700000001,-1.6234357719999999,15.2,0.4,218.6,0.0,26.2,1.6
943542,55.00528151000001,-1.574043831,32.6,0.8,513.2,0.0,55.4,3.6
943544,54.99965932,-1.7210615910000002,6.0,0.6,700.6,0.4,71.8,4.8
943545,54.975971660000006,-1.54515446,27.4,0.6,113.2,0.4,19.2,0.8
943548,54.98651933,-1.539784551,54.6,4.4,813.8,9.0,119.0,2.8
943549,54.99123268000001,-1.565471576,35.6,8.4,1840.8,158.0,233.2,18.0
943550,55.00767755,-1.6123312978000002,30.2,4.2,757.4,0.2,126.2,11.6
943552,54.99784211,-1.5098769090000002,60.6,14.0,1648.6,8.8,284.2,8.8
943554,55.01206594,-1.566356721,84.2,49.0,9042.8,56.8,1073.6,82.2
943555,55.04486269,-1.6221542589999998,141.4,63.4,8953.6,175.4,1336.8,217.2
943557,55.00808806,-1.508047771,161.4,90.8,17476.6,208.6,2221.2,151.0
943558,55.01018849,-1.4731216409999999,62.6,24.2,3014.8,103.8,347.6,12.0
943562,55.00463074,-1.4976307640000002,22.4,1.2,356.6,0.0,44.4,1.4
943566,54.99299079,-1.5260814669999998,13.2,4.4,257.0,0.2,43.8,2.6
943569,55.04074440000001,-1.4821255290000002,12.0,5.8,1201.4,1.4,103.6,7.2
943571,55.019129989999996,-1.435077678,67.2,0.2,349.4,0.0,43.2,1.0
943572,55.0453706,-1.475430227,11.6,0.6,503.4,4.0,45.8,1.6
943579,55.030707099999994,-1.4356814930000001,14.4,0.2,290.6,0.4,31.2,1.2
943583,54.99858068000001,-1.535519785,25.8,3.8,815.2,0.0,94.2,4.6
943590,55.01854834000001,-1.45133549,6.8,0.0,132.4,0.0,18.4,1.6
943591,55.009710899999995,-1.4524567990000001,37.2,3.4,723.4,0.0,77.2,6.8
943594,55.04821138,-1.4512119680000002,20.8,2.0,377.6,0.2,54.0,4.2
943595,55.03982081,-1.570438571,3.8,2.2,1634.6,0.0,128.8,9.8
943596,55.02503355,-1.5690324080000002,4.0,0.2,104.4,0.0,15.6,1.8
943597,55.68523276,-2.00192997,6.8,5.6,1431.6,12.2,227.2,60.8
943600,55.58617943,-1.7424470109999999,11.0,3.4,793.4,3.6,99.6,11.8
943603,54.998843480000005,-1.8018931498000001,17.6,32.2,1014.6,11.0,187.8,115.6
943604,55.486495646,-1.641054887,14.8,12.8,832.4,3.6,137.8,20.6
943606,55.10639305200001,-1.8388223760000002,41.0,11.4,480.2,3.2,99.0,39.8
943609,55.3422921675,-1.85752704125,4.75,38.5,2735.5,31.75,416.75,60.0
943615,54.87799129999999,-1.868603292,3.0,0.0,38.0,0.0,7.5,1.75
943618,54.92172765,-2.28738722,1.2,1.2,79.8,0.2,17.4,3.6
943621,55.29372393999999,-1.6034963059999998,27.0,9.6,1816.2,22.6,236.0,10.8
943626,55.165331990000006,-2.364828685,9.0,51.4,783.4,10.6,204.0,45.4
943627,55.29231204,-1.6031481909999996,29.6,0.0,602.0,0.0,81.4,4.8
943633,54.97193193,-2.114973724,8.6,0.6,424.2,0.8,48.2,1.0
943635,55.09182345000001,-1.5755221469999998,12.0,12.4,2910.2,0.0,302.0,8.0
943636,54.57887602000001,-1.070866378,29.2,41.6,4830.0,87.6,719.4,184.8
943639,54.55436191,-1.164983679,176.4,69.8,9934.0,172.6,1166.6,78.6
943640,54.60514071,-1.077296985,86.8,18.0,4754.2,213.6,407.6,15.2
943642,54.559281850000005,-0.964316795,0.8,1.0,308.6,0.0,40.6,1.2
943644,54.59149533,-1.087587418,25.6,3.6,1516.8,0.6,385.4,37.6
943646,54.52675399,-0.9587585390000001,0.0,0.0,6.75,0.0,12.0,5.0
943655,54.61699563,-1.059886138,38.2,19.4,2841.0,81.8,270.2,44.6
943657,54.55808505,-1.160144948,8.4,1.2,462.8,1.6,48.8,4.4
943659,54.562754489999996,-0.9848904669999999,3.8,7.2,907.4,31.4,115.6,0.6
943660,54.55087488,-1.163678893,7.0,1.4,177.0,0.0,16.8,0.8
943662,54.57990023,-0.9932678620000001,3.0,0.4,291.2,0.0,40.6,0.8
943666,54.53468551000001,-1.068470121,2.8,0.2,659.4,14.4,81.2,1.8
943668,54.9606403,-1.490542681,112.6,40.6,9669.8,130.8,1181.4,126.4
943669,54.97357755,-1.5184832730000002,72.8,32.6,5690.4,228.0,857.4,124.0
943672,54.97292689999999,-1.4557846730000001,31.2,30.8,4233.2,7.4,537.2,38.4
943674,54.94958203,-1.478738633,0.8,0.6,79.0,0.0,10.6,1.8
943679,54.98259281000001,-1.4860147019999999,13.8,1.8,507.6,0.6,62.8,3.4
943680,54.974565299999995,-1.391866054,22.0,5.2,1268.4,0.0,126.8,5.2
943683,54.97209299,-1.5045978219999998,38.0,6.2,656.4,0.4,95.6,5.2
943687,54.97204706,-1.395059663,4.0,0.0,132.2,0.0,28.8,0.6
943690,54.98163781000001,-1.390118538,2.0,0.8,95.8,0.0,18.2,1.6
943692,54.97207731000001,-1.404838372,49.2,4.8,1101.2,0.2,159.4,5.8
943693,54.51941894,-1.2774321726,40.0,76.4,9036.4,23.0,951.0,75.0
943695,54.5972481,-1.281213599,31.6,14.0,2410.8,5.0,438.8,97.2
943696,54.59975727,-1.348239451,23.4,4.2,215.4,0.0,40.0,6.4
943699,54.61461111,-1.2797309209999999,72.0,32.8,4406.2,61.4,446.2,30.6
943702,54.595682069999995,-1.313341219,1.2,0.0,50.4,0.0,8.4,0.0
943703,54.508443469999996,-1.309923997,42.8,12.2,3333.2,54.0,267.4,19.6
943704,54.59161693,-1.341931455,30.0,9.8,1528.6,111.8,176.4,13.6
943707,54.58987263,-1.331931685,11.25,1.25,246.75,0.0,38.0,1.25
943709,54.54654981,-1.2960795090000001,27.2,0.6,197.2,0.4,43.8,1.8
943714,54.56762461000001,-1.33424418,14.6,3.2,399.6,0.6,69.2,1.0
943718,54.56617891,-1.366282615,5.0,0.0,97.8,0.0,22.4,0.8
943719,54.57859687,-1.3607680619999998,22.4,9.2,1399.4,0.6,162.6,7.6
943721,54.52072236,-1.350981252,50.0,4.4,1080.8,0.8,97.6,3.6
943722,54.54841302999999,-1.288889709,22.8,2.6,406.6,0.0,45.0,0.8
943723,54.58691137999999,-1.327864037,17.0,0.4,341.6,22.0,44.6,3.6
943731,54.59144801,-1.337322415,17.6,0.0,276.4,0.0,33.0,0.6
943735,54.889128619999994,-1.420746611,76.2,63.0,15254.2,194.6,2118.4,161.0
943736,54.83816707999999,-1.453939483,8.4,11.4,2855.8,70.6,464.2,30.2
943737,54.877677289999994,-1.4354828519999998,8.8,2.2,1039.0,0.2,171.6,9.0
943740,54.901597100000004,-1.410415805,39.6,21.0,10207.8,105.6,1034.8,82.4
943741,54.92441857,-1.524390857,37.4,17.6,3270.2,157.4,382.2,42.2
943742,54.88862969,-1.5095504290000001,24.6,3.6,442.0,0.0,47.0,4.4
943751,54.903340830000005,-1.4312408859999999,10.6,0.0,21.0,0.0,8.6,0.0
943753,54.89688163000001,-1.420261177,3.4,0.0,181.8,0.0,33.0,0.4
943758,54.897755540000006,-1.3701330809999999,6.6,0.0,14.2,0.0,12.0,0.0
943759,54.88105605,-1.433518518,12.6,6.8,376.2,0.4,56.8,1.4
943760,54.90352727,-1.38641792,14.8,12.2,637.4,0.0,139.2,14.0
943763,54.87921163,-1.556250135,10.8,2.0,1268.8,84.4,90.8,8.8
943765,54.92411272,-1.432149485,9.6,1.0,374.4,0.0,41.0,2.0
943768,54.87205325,-1.4396908830000001,17.0,2.6,913.2,0.4,97.0,5.4
943770,54.89220336000001,-1.397004599,7.0,1.4,517.0,0.4,54.4,1.6
943771,54.890960840000005,-1.4149051730000002,7.2,1.6,423.4,0.0,47.4,1.8
943772,54.887971760000006,-1.40634329,3.2,0.0,131.2,0.0,18.6,0.2
943777,54.90788227,-1.426201524,28.0,7.0,1258.4,89.2,212.6,16.8
943784,54.91783852,-1.376761895,20.4,1.2,232.0,4.6,33.6,1.4
943787,54.91001385,-1.5408755969999999,19.2,12.8,3003.4,86.2,879.2,167.8
943789,54.91534462,-1.4063618340000001,9.0,8.4,1702.0,6.4,574.2,53.2
943790,54.90128398,-1.374725126,0.0,0.0,26.75,0.0,8.5,0.0
943791,54.90849655000001,-1.400785239,26.8,0.6,134.2,0.0,26.8,1.2
943792,54.92127803999999,-1.532556452,2.2,1.4,241.4,0.0,20.6,1.6
943797,53.684760600000004,-2.457873834,5.0,2.6,1182.4,1.6,268.6,73.8
943798,53.69182334,-2.446501872,3.2,1.4,209.0,0.4,24.4,1.0
943799,53.75143197999999,-2.496921244,1.2,1.4,620.0,1.4,65.6,4.0
943801,53.70090421,-2.4806029730000003,5.0,3.2,1183.8,9.4,130.6,4.2
943803,53.74379367,-2.462867309,1.0,0.0,212.4,0.0,13.8,0.6
943806,53.74194619,-2.497718976,7.2,12.8,1341.0,0.2,140.4,14.8
943807,53.70190719,-2.4815232469999997,6.0,3.6,787.0,0.4,110.4,5.2
943811,53.8363078,-3.03864753,76.0,75.8,6937.6,24.6,879.2,72.4
943813,53.78385644,-3.022401545,115.0,68.8,7888.6,86.4,1190.4,102.4
943815,53.79361737000001,-3.0171738510000004,196.6,70.6,11660.6,90.4,1723.4,114.4
943819,53.78160859,-3.043351308,7.6,0.8,410.0,0.6,46.4,4.2
943820,53.81494514,-3.040412584,39.4,5.8,713.8,0.6,118.2,3.6
943824,53.784689279999995,-3.039481551,14.0,1.6,270.4,0.4,39.2,2.2
943825,53.8646767,-3.0446574589999997,25.4,4.2,648.4,0.8,101.8,2.8
943828,53.834705389999996,-3.022196408,14.8,5.0,395.6,0.6,59.0,3.2
943831,53.817483319999994,-3.0441513510000004,33.4,6.0,1118.0,3.2,167.4,3.4
943832,53.79379697,-3.047464306,76.2,3.8,582.0,1.0,75.4,2.2
943834,53.56756657,-2.382453899,41.0,30.6,3542.0,22.4,478.6,15.2
943835,53.57037889000001,-2.4202450030000002,212.8,100.0,14715.0,383.8,1909.2,159.6
943836,53.55235352999999,-2.5236253140000002,70.8,60.6,8829.8,121.8,1174.0,134.2
943839,53.58688343,-2.4247895980000003,28.8,39.6,4085.6,4.4,835.8,119.0
943842,53.56573347,-2.376624398,40.2,26.2,3700.2,12.0,506.8,24.8
943844,53.56394358,-2.374147522,18.6,11.2,1447.0,3.0,245.0,17.4
943845,53.593275547999994,-2.4631506015999998,32.8,22.2,5226.8,17.6,614.8,46.2
943847,53.58345861,-2.393337024,15.6,23.8,3113.0,39.4,392.0,34.0
943848,53.59168050000001,-2.466520334,24.6,24.4,3980.6,128.0,490.8,13.0
943852,53.54069635999999,-2.360588022,23.4,26.4,2779.0,1.2,332.2,17.8
943855,53.632065239999996,-2.440380962,0.6,0.2,632.2,0.8,61.0,3.0
943857,53.59851920000001,-2.3890194719999998,14.8,15.6,4359.4,45.8,391.8,27.8
943860,53.54381636000001,-2.410429225,59.0,16.2,1118.0,6.4,183.2,11.8
943861,53.59770273,-2.554920098,4.6,5.6,350.4,2.6,38.2,1.0
943862,53.56394109,-2.4456514240000002,10.4,9.2,2301.8,2.8,460.0,29.2
943866,53.58873708,-2.429249598,4.0,1.0,79.6,0.6,26.8,2.6
943869,53.54657799,-2.470792952,8.6,5.0,744.6,4.8,118.8,5.0
943872,53.60170571,-2.552297849,2.0,2.4,122.4,0.0,42.2,3.8
943877,53.58650207000001,-2.466810711,4.0,1.4,405.4,1.4,61.6,4.4
943879,53.596324152,-2.5395446346,10.2,12.4,1622.6,6.0,197.0,11.0
943881,53.60080329,-2.459654672,0.4,0.2,595.4,0.0,44.8,2.0
943884,53.60241323,-2.435357444,24.4,2.0,977.6,3.0,139.2,6.8
943886,53.55813746,-2.514337271,1.8,0.0,189.2,0.0,16.6,0.0
943889,53.59935491,-2.268052162,63.8,65.0,15955.2,257.8,1782.8,179.0
943892,53.59088099,-2.286550485,68.5,68.75,10998.5,61.75,1653.5,128.5
943894,53.63101578,-2.173212404,17.2,27.4,7860.0,24.8,880.8,87.8
943898,53.58873388999999,-2.300736279,52.333333333333336,27.666666666666668,3583.0,420.3333333333333,282.3333333333333,36.666666666666664
943899,53.56011866,-2.323449679,79.4,69.2,8543.8,192.0,1156.0,122.0
943903,53.5635621,-2.34560932,9.8,4.8,612.6,2.6,101.0,1.8
943906,53.59473817000001,-2.266602678,3.0,1.6,103.4,0.2,18.0,1.8
943907,53.60278865,-2.287311174,15.0,5.8,1812.0,14.8,219.0,21.2
943908,53.58485974,-2.293579025,3.6,0.4,145.0,1.0,14.6,0.6
943910,53.55031106,-2.288872107,11.0,4.8,627.0,0.4,252.8,74.2
943911,53.60804191999999,-2.334153785,8.4,1.8,539.2,1.0,88.0,7.6
943919,53.52336026999999,-2.259094807,32.333333333333336,2.3333333333333335,2710.0,3.6666666666666665,220.66666666666666,7.0
943925,53.13568224000001,-2.51280286,20.6,27.0,3162.2,25.4,476.8,109.0
943928,53.313205426,-3.075941931,93.2,27.0,2961.6,21.4,273.0,16.6
943929,53.311135883999995,-2.0236438552000005,33.4,37.0,4324.8,30.8,585.4,97.2
943930,53.086510306,-2.3615197972,15.6,58.4,6416.6,72.8,742.4,152.4
943931,53.00416478999999,-2.736367677,6.8,5.0,1298.0,4.6,220.8,35.4
943933,53.26238797999999,-2.685058138,38.8,69.6,4232.6,11.0,594.4,89.8
943934,53.29472407000001,-3.018167125,33.6,28.8,1961.6,3.4,186.2,18.8
943935,53.064258689999996,-2.444846414,68.8,44.6,4539.0,47.8,595.6,70.0
943937,53.304341799999996,-2.366485579,115.0,58.0,10477.6,24.2,1378.0,303.2
943938,53.29505185000001,-3.082990394,40.6,25.0,2159.0,21.6,100.8,30.2
943943,53.16509373,-2.521230702,14.8,70.2,6142.2,63.0,678.2,93.4
943944,53.15980675,-2.629417265,3.0,0.0,35.25,0.0,2.75,2.75
943946,53.18230535,-2.132491449,3.8,2.8,356.4,0.0,65.6,17.0
943948,53.07547304,-2.537282955,21.6,4.2,353.8,1.8,40.4,7.8
943953,53.06864504400001,-2.7421624802,10.0,1.0,146.4,0.0,15.2,4.0
943957,53.14943805,-2.730866849,35.4,3.4,913.2,3.4,165.0,42.6
943960,53.31272027,-2.279939724,29.6,1.4,256.4,2.2,43.6,9.2
943964,53.15472965,-2.918214953,19.4,23.6,3513.6,6.8,632.2,169.8
943965,53.13734350000001,-2.349515937,2.0,0.0,16.75,0.0,8.0,1.0
943966,53.306398949999995,-2.1155941496,4.8,2.0,184.4,0.0,42.0,12.6
943967,53.24684284999999,-2.432771809,39.6,10.2,1111.4,3.0,124.4,46.8
943970,53.27083845,-2.112972939,47.4,17.4,3670.8,24.2,457.2,35.8
943971,53.10477151,-2.319228991,26.6,6.8,1152.4,11.2,99.6,7.8
943973,53.287560770000006,-2.719512155,12.8,3.2,673.6,0.6,48.4,3.0
943974,53.10580281,-2.464588817,202.8,76.0,6721.0,43.8,700.0,134.0
943975,53.24545068,-2.544311036,38.6,30.2,5595.8,35.6,520.8,90.0
943978,53.23085149,-2.510044926,115.6,53.2,5418.4,99.0,614.6,52.2
943981,53.3263817,-2.504457807,57.0,4.2,348.6,7.4,52.4,9.2
943982,53.28236524,-2.776795195,3.0,0.0,6.75,0.0,1.0,1.0
943991,53.07329423,-2.551778684,70.8,18.2,1949.8,29.4,287.8,20.8
943993,53.01086483,-2.449125857,16.4,3.0,359.8,3.6,67.2,12.0
943997,53.30016945,-2.955409504,22.0,22.2,833.4,24.2,116.6,15.0
943999,53.257218339999994,-2.496702995,76.0,5.6,532.2,1.4,70.8,2.2
944003,53.28302969,-2.529114881,72.8,35.2,3913.4,44.8,431.0,34.6
944007,53.147882200000005,-2.360366715,29.8,2.0,930.8,4.4,86.8,5.4
944012,53.285974800000005,-2.927057248,18.8,5.0,530.2,1.8,53.4,4.6
944013,53.29724407,-2.71764941,11.2,9.2,1759.0,6.8,192.8,18.8
944014,53.16904168,-2.9238760189999997,5.4,0.8,165.6,0.0,21.8,0.4
944015,53.194844456,-2.4433598860000005,16.6,18.2,2805.2,22.0,529.0,40.8
944019,53.32328595,-2.2455245109999997,35.0,6.2,2557.6,2.6,340.8,38.6
944020,53.20545173000001,-2.511449914,3.6,1.2,301.6,2.0,41.6,1.8
944021,53.34813482,-2.4456946680000002,4.0,1.6,674.2,0.4,75.0,4.6
944032,53.19618783,-2.862922863,37.4,5.6,449.6,22.8,39.6,1.8
944040,54.90112727999999,-3.022869365,26.2,16.0,2199.6,11.0,398.0,100.6
944042,54.72297392,-3.328317606,0.4,6.2,1135.2,4.0,249.2,114.8
944043,54.656944169999996,-2.605581944,4.6,7.8,570.0,4.0,80.8,48.2
944045,54.917780040000004,-2.911041963,15.8,31.0,4956.4,28.8,855.0,163.4
944046,54.87440717,-2.839139489,36.4,14.4,1663.8,20.8,278.0,37.8
944050,54.82166592,-3.1793346039999997,17.8,7.2,2436.8,55.2,387.2,31.0
944052,54.219996130000006,-2.7525451206,41.8,10.4,1027.8,28.0,172.2,44.6
944054,54.22481705,-2.7871472,116.4,36.0,4124.0,33.6,664.4,142.0
944059,54.99666480999999,-2.7192488060000004,5.6,11.4,216.2,1.2,54.0,8.8
944060,54.82756967,-3.253822238,15.8,15.6,2815.8,19.6,508.0,301.4
944062,54.377250720000006,-3.0409964044000004,21.0,7.6,663.2,18.0,112.4,16.6
944063,54.59982565,-3.1389659080000003,51.8,18.2,3432.2,33.2,544.6,75.6
944066,54.88787867,-2.8621644319999997,48.2,6.2,1014.8,17.6,118.8,14.6
944071,54.24110046,-2.698551812,0.0,1.0,28.0,0.0,1.0,4.75
944072,54.7496359,-2.820632073,16.0,4.0,454.0,1.4,80.0,21.4
944074,54.37796472,-2.819372813,144.8,19.4,1660.4,34.0,375.6,57.4
944077,54.21864641,-2.860198612,27.0,2.8,101.4,0.4,11.4,6.0
944078,54.79599668000001,-2.952505074,10.4,1.6,219.2,2.0,46.6,15.0
944083,54.19156231000001,-2.912082265,46.6,15.0,2354.6,12.0,311.0,34.2
944084,54.68438067000001,-3.510970372,6.0,9.2,803.4,3.2,190.4,24.0
944089,54.12121236,-3.2242424610000002,104.2,59.0,5852.2,113.0,743.2,76.4
944090,54.12968942,-3.2116831150000005,149.2,145.6,11534.8,108.6,1163.2,173.4
944091,54.329263960000006,-2.732429979,72.6,32.2,5162.4,19.6,872.4,91.6
944095,54.491101,-2.334836688,0.0,7.0,242.6,2.0,68.0,32.6
944100,54.28184829,-2.459297104,4.75,2.0,13.0,0.0,7.5,0.0
944102,54.678137379999995,-3.4360886969999997,6.0,11.8,668.0,6.6,122.8,19.8
944106,54.12461859,-3.17467271,9.8,3.8,177.6,0.8,39.4,8.4
944109,54.18252154,-3.099237941,16.2,4.8,289.0,0.4,39.4,8.4
944113,54.91510394000001,-2.946065887,18.2,5.2,1942.6,59.8,175.4,6.2
944114,54.19228645,-2.917324554,15.4,5.0,1861.6,10.0,255.0,27.6
944116,53.341499750000004,-2.632886731,32.4,18.8,1800.0,26.4,236.6,39.2
944118,53.37096059,-2.769749426,61.4,38.8,6578.6,257.2,649.2,66.2
944119,53.37020858999999,-2.730658835,45.2,44.2,10286.2,351.6,827.6,75.4
944123,53.379016709999995,-2.7581842439999997,44.0,15.2,4198.6,18.4,536.8,34.0
944128,53.34343779000001,-2.7426376510000003,0.6,0.0,199.8,1.0,28.6,1.4
944131,53.38599328,-2.74080728,30.4,5.0,1461.4,4.8,187.6,17.4
944132,53.37626587999999,-2.726433405,11.8,3.0,215.8,1.0,36.2,1.0
944133,53.351574549999995,-2.770691996,15.4,3.8,489.2,1.4,295.8,346.2
944134,53.328462394000006,-2.6967441221999997,15.0,15.2,4297.0,3.0,239.2,44.4
944135,53.74982850799999,-2.9457282422000004,73.8,25.8,4033.4,20.8,433.0,60.0
944140,54.12226147,-2.7025180360000003,14.8,22.0,1309.6,7.6,279.2,82.2
944141,53.540286068,-2.8252891219999996,42.8,54.6,3669.4,13.0,660.0,93.0
944142,54.119709346,-2.5936062258000003,22.6,29.4,1609.8,22.8,368.4,79.6
944144,53.608321260000004,-2.7776852268,57.8,52.4,2182.4,6.6,416.0,136.0
944145,53.837459816,-2.5346265484,21.0,22.4,1771.8,22.6,281.2,49.8
944149,53.541705656,-2.8305713228,39.0,42.0,5669.8,11.4,904.0,284.4
944150,53.82865511999999,-2.626721143,51.2,31.4,3832.4,45.4,820.2,157.8
944152,53.998138072,-2.3574874998,17.8,12.6,226.4,1.4,77.0,19.8
944153,53.85235422000001,-2.13983185,31.2,18.6,3307.6,49.6,645.6,59.6
944156,53.54588951000001,-2.780874217,40.0,108.8,12306.2,113.6,1444.0,301.4
944158,53.68430543000001,-2.331502377,31.2,31.2,3122.2,30.8,449.2,25.2
944160,53.87026519999999,-2.391964148,16.8,32.2,6571.0,103.0,715.0,51.2
944162,53.56927473,-2.8845754560000003,81.4,32.2,6099.0,39.4,913.8,158.4
944163,53.751939076,-2.6524180362000003,64.4,72.0,4666.4,3.4,582.4,116.4
944165,53.54552913,-2.800034055,36.0,84.2,7782.0,133.0,1073.8,201.8
944168,53.69873173,-2.3409912569999998,15.4,70.0,11035.6,41.0,2572.4,183.4
944169,53.54648820999999,-2.789623536,19.6,62.0,11118.4,118.4,1837.6,669.4
944171,53.74457067000001,-2.432944772,15.0,43.4,3714.8,90.6,457.8,49.0
944173,53.83748519000001,-3.016626118,91.2,69.6,7709.2,227.6,1207.8,173.4
944176,53.90693162,-2.1886433489999995,17.2,23.0,2494.6,0.6,401.0,22.8
944180,53.87654574,-3.037925886,93.8,65.2,8632.0,226.2,884.8,115.0
944183,53.77852772,-2.696231253,104.4,63.4,13681.0,212.2,1153.4,105.8
944184,53.72148095,-2.685058989,94.0,122.4,15026.2,200.0,2244.2,218.2
944186,53.72683986,-2.6925424839999996,215.4,55.8,8005.8,114.8,1062.6,52.4
944189,53.81542713,-2.642559601,28.2,8.8,1421.0,0.0,230.4,14.2
944190,53.95861529999999,-2.255448727,8.25,3.5,333.5,5.25,85.5,20.0
944194,53.613651348,-2.6462928026,43.0,14.6,1708.2,1.0,272.2,25.4
944202,53.54893313,-3.039866865,15.2,7.6,332.6,0.2,61.4,14.0
944203,53.996014886,-2.6702001328000002,34.4,27.8,338.8,0.8,68.4,11.4
944205,53.84603976,-2.634258411,30.4,21.8,2017.6,6.4,423.6,77.0
944210,54.157430614,-2.7206843251999997,22.0,5.2,227.4,6.6,48.8,4.2
944211,53.755913729999996,-2.9071188869999998,34.4,4.4,365.2,0.2,63.6,11.0
944218,54.13118591600001,-2.5999327146,8.0,14.0,761.6,18.2,179.0,44.6
944219,53.84146334,-2.137728631,9.6,11.6,1099.2,0.4,224.6,10.4
944221,53.78625891,-2.447216145,12.0,26.8,3819.0,0.0,397.0,15.6
944230,53.86454423,-2.398829351,24.4,13.6,1739.4,5.0,261.6,25.2
944231,53.77189376,-2.656535913,114.0,35.2,3579.8,126.4,727.4,57.0
944232,53.57977229000001,-2.721415548,57.4,20.2,2126.6,23.8,307.8,114.0
944233,53.78095419,-2.7753535960000004,29.0,4.4,565.0,0.0,62.6,7.4
944236,53.73360109,-2.653786283,84.6,32.4,3882.0,47.8,615.8,31.0
944237,53.631980829999996,-2.822568535,40.6,4.4,648.4,35.0,102.4,39.6
944238,53.71641649000001,-2.63862458,26.4,26.4,3140.2,155.2,440.6,40.8
944241,53.54650346999999,-2.766563175,38.8,41.2,6002.8,48.8,641.4,53.8
944246,53.55439543,-2.7693625539999998,43.8,8.8,1509.0,55.8,152.4,18.0
944251,53.79722943,-2.228672547,32.2,18.2,4310.4,11.2,518.6,35.2
944256,53.64404072,-2.26972734,7.5,2.0,51.5,0.0,18.75,1.0
944257,53.69039757,-2.218961334,15.6,6.6,891.6,0.0,126.0,5.0
944262,53.597348925999995,-2.8346484922,19.4,6.6,1317.8,8.0,129.8,7.8
944263,53.78677106,-2.58317016,25.0,1.0,200.25,0.0,36.0,26.0
944266,53.71745384,-2.7424389760000003,50.8,9.4,721.2,1.6,163.0,36.4
